scott	optimal-k	top95	bottom95	practical
0.9996555790296938	0.9998687053770616	0.9998716422081879	0.999866521396952	1.0
0.9996878684956595	0.9998816420222342	0.9998843365661937	0.999879695831011	1.0
0.9997171308241913	0.9998935714068358	0.9998957783242408	0.9998918515302069	1.0
0.9997436498094242	0.9999050959326672	0.9999066582560224	0.9999036187073788	1.0
0.9997676826397907	0.9999145003117057	0.9999159428579163	0.999913188266958	1.0
0.9997894623923106	0.999923168777153	0.999924510446218	0.9999220140981621	1.0
0.9998092002930307	0.9999315323033737	0.9999326409808248	0.9999305469597005	1.0
0.9998270877655596	0.9999384629399402	0.9999393157569415	0.9999375969085523	1.0
0.9998432982875383	0.9999449301846081	0.9999457397945042	0.999944079692205	1.0
0.9998579890730814	0.9999508499975353	0.9999516235495418	0.9999500550843667	1.0
0.9998713025974799	0.9999555917714631	0.9999562998535589	0.9999548784319936	1.0
0.9998833679789666	0.9999603244226366	0.9999609246989136	0.9999597079260976	1.0
0.9998943022309381	0.999964572596253	0.9999651444170626	0.9999640417166982	1.0
0.9999042113967878	0.9999682772309685	0.9999688156180832	0.9999677836302453	1.0
0.9999131915783389	0.9999714941732213	0.9999719948724737	0.9999710596334958	1.0
0.9999213298678701	0.9999742746123076	0.9999747340561534	0.9999738864958294	1.0
0.9999287051927569	0.9999769826708441	0.999977414636747	0.9999766163523508	1.0
0.9999353890809356	0.9999795320166693	0.9999799440895177	0.9999792147744185	1.0
0.9999414463545978	0.999981776935534	0.9999821675368384	0.9999814828444036	1.0
0.9999469357588545	0.9999837033036656	0.9999840265790212	0.9999834274731407	1.0
0.9999519105314615	0.999985369052232	0.99998566928017	0.9999851263404658	1.0
0.9999564189191371	0.9999869171828136	0.9999871651065806	0.9999867065136557	1.0
0.9999605046454683	0.9999882788646722	0.9999885106596781	0.9999880801254597	1.0
0.9999642073349552	0.9999894927656754	0.9999896823630994	0.9999893187132408	1.0
0.9999675628973035	0.9999905821839654	0.9999907405328506	0.9999904299418455	1.0
0.9999706038756815	0.9999915392055874	0.9999916866093366	0.9999914051362381	1.0
0.9999733597623361	0.9999924211170784	0.9999925593707796	0.9999923042857841	1.0
0.9999758572846174	0.9999931432988207	0.9999932692049992	0.999993038034222	1.0
0.9999781206641846	0.9999938378970606	0.9999939547249298	0.9999937452264129	1.0
0.9999801718519168	0.9999945021550486	0.9999945988002296	0.9999944196256445	1.0
0.9999820307407996	0.9999950478147273	0.9999951369908286	0.9999949746138609	1.0
0.9999837153588501	0.9999955605510384	0.9999956283122424	0.9999954967637504	1.0
0.9999852420439577	0.9999960269307842	0.9999960909805024	0.9999959666332547	1.0
0.9999866256023363	0.9999964558630283	0.9999965156903087	0.9999964041898131	1.0
0.9999878794521175	0.9999968045094649	0.999996859590232	0.9999967583975843	1.0
0.9999890157534816	0.9999971365584003	0.9999971881843822	0.999997093616889	1.0
0.999990045526593	0.9999974354981751	0.9999974787213581	0.9999973973235429	1.0
0.9999909787584752	0.9999977150492946	0.9999977562797289	0.9999976825129586	1.0
0.9999918244998675	0.9999979686716423	0.9999980081108399	0.9999979375641227	1.0
0.9999925909530049	0.9999981827659147	0.9999982197528058	0.9999981534509527	1.0
0.9999932855511607	0.9999983621403471	0.9999983961338612	0.9999983360478067	1.0
0.9999939150307393	0.999998554940585	0.9999985797719806	0.9999985314816008	1.0
0.9999944854966076	0.9999987007520019	0.999998723799512	0.999998678392706	1.0
0.9999950024813004	0.9999988356217935	0.9999988571962465	0.9999988160463289	1.0
0.9999954709986788	0.9999989565555797	0.9999989767270765	0.9999989394349633	1.0
0.9999958955925526	0.9999990718637235	0.9999990910644174	0.99999905722771	1.0
0.9999962803807506	0.9999991773361886	0.9999991935818185	0.9999991625830886	1.0
0.9999966290950549	0.9999992594569159	0.9999992744424652	0.9999992463498659	1.0
0.9999969451173939	0.9999993349672895	0.9999993488681781	0.99999932340926	1.0
0.9999972315126383	0.9999994026410984	0.9999994155191466	0.9999993924470024	1.0
0.9999974910583284	0.9999994608836766	0.9999994726723124	0.9999994517631816	1.0
0.9999977262716101	0.9999995180579081	0.9999995290904159	0.9999995101415162	1.0
0.9999979394336467	0.9999995710299225	0.9999995803006957	0.9999995642656891	1.0
0.9999981326117423	0.9999996157789124	0.9999996244191319	0.9999996098874071	1.0
0.9999983076793912	0.9999996547726182	0.9999996627592898	0.9999996492999216	1.0
0.9999984663344484	0.9999996884964568	0.9999996949885008	0.9999996836083401	1.0
0.9999986101155937	0.9999997248486517	0.9999997303930982	0.9999997204354575	1.0
0.9999987404172576	0.9999997544663046	0.999999759692128	0.9999997506680163	1.0
0.9999988585031392	0.9999997788578151	0.9999997836659666	0.9999997753850707	1.0
0.9999989655184699	0.9999998008755062	0.9999998053005573	0.9999997977959952	1.0
0.9999990625011133	0.9999998226639493	0.9999998268383897	0.9999998198061081	1.0
0.9999991503916339	0.9999998402543516	0.9999998440882356	0.9999998375128664	1.0
0.9999992300424182	0.9999998570050398	0.9999998605728934	0.9999998546139651	1.0
0.9999993022259414	0.9999998718468011	0.9999998751557466	0.999999869692154	1.0
0.9999993676422594	0.9999998848006533	0.9999998878488323	0.9999998828974513	1.0
0.9999994269257971	0.9999998963180113	0.9999998988334541	0.9999998946309934	1.0
0.9999994806515037	0.9999999063478413	0.9999999086437581	0.9999999048352782	1.0
0.9999995293404258	0.9999999160420234	0.9999999181708187	0.9999999146538521	1.0
0.9999995734647605	0.9999999249275918	0.9999999269102077	0.9999999237229563	1.0
0.9999996134524395	0.9999999327828458	0.999999934622603	0.9999999317002918	1.0
0.9999996496912733	0.9999999396574861	0.9999999413549256	0.9999999387065812	1.0
0.999999682532717	0.9999999457589872	0.999999947320681	0.9999999448779406	1.0
0.9999997122952742	0.9999999521247933	0.9999999532854488	0.999999951369414	1.0
0.9999997392675922	0.9999999571043405	0.9999999581820397	0.9999999564456334	1.0
0.9999997637112552	0.9999999615539326	0.9999999625531301	0.999999960979512	1.0
0.999999785863325	0.999999965512338	0.999999966436497	0.9999999650104058	1.0
0.9999998059386389	0.9999999689466224	0.9999999697947238	0.9999999684771397	1.0
0.9999998241318909	0.9999999723913463	0.9999999731246119	0.9999999719939554	1.0
0.9999998406195265	0.9999999753245925	0.9999999760072685	0.9999999749826112	1.0
0.9999998555614458	0.9999999779184188	0.9999999785518576	0.9999999776232621	1.0
0.9999998691025599	0.9999999800567376	0.9999999806343793	0.9999999797928396	1.0
0.9999998813741954	0.9999999821622938	0.9999999826981956	0.9999999819068792	1.0
0.999999892495364	0.9999999839672553	0.9999999844138144	0.9999999837427691	1.0
0.9999999025739242	0.9999999855804795	0.9999999859909711	0.9999999853828362	1.0
0.9999999117076186	0.999999987043578	0.9999999874214422	0.9999999868703199	1.0
0.9999999199850294	0.9999999884554966	0.9999999887751998	0.9999999883088637	1.0
0.999999927486433	0.9999999896123415	0.9999999899059958	0.9999999894714029	1.0
0.9999999342845797	0.9999999906463677	0.9999999909156599	0.999999990509129	1.0
0.9999999404454002	0.9999999916258885	0.9999999918753354	0.9999999914810274	1.0
0.9999999460286444	0.9999999924951034	0.9999999927255933	0.9999999923682515	1.0
0.9999999510884587	0.9999999932681369	0.9999999934806736	0.9999999931568329	1.0
0.9999999556739155	0.9999999939946476	0.9999999941745662	0.9999999938987991	1.0
0.9999999598294863	0.9999999945935203	0.999999994758459	0.9999999945085453	1.0
0.9999999635954719	0.9999999951375258	0.9999999952889569	0.9999999950624727	1.0
0.9999999670083961	0.9999999956349619	0.9999999957616549	0.9999999955691333	1.0
0.9999999701013597	0.9999999960878938	0.9999999962050098	0.9999999960305371	1.0
0.9999999729043566	0.9999999964950013	0.9999999965931671	0.9999999964451455	1.0
0.9999999754445735	0.9999999968626604	0.9999999969536791	0.9999999968195342	1.0
0.9999999777466446	0.9999999971909224	0.9999999972752047	0.9999999971503388	1.0
0.9999999798328967	0.9999999974660124	0.9999999975430113	0.9999999974265	1.0
0.9999999817235622	0.999999997724436	0.9999999977953141	0.9999999976867928	1.0
0.9999999834369786	0.9999999979626676	0.9999999980282112	0.9999999979272973	1.0
0.999999984989762	0.9999999981593677	0.9999999982190667	0.9999999981276133	1.0
0.9999999863969717	0.9999999983498071	0.9999999984048504	0.9999999983219708	1.0
0.9999999876722555	0.9999999985241269	0.9999999985750421	0.9999999984999327	1.0
0.9999999888279817	0.9999999986718429	0.9999999987184771	0.999999998650409	1.0
0.9999999898753582	0.9999999988096789	0.9999999988526419	0.9999999987909555	1.0
0.9999999908245435	0.9999999989340213	0.9999999989736281	0.9999999989163518	1.0
0.9999999916847424	0.9999999990436395	0.9999999990800429	0.9999999990253338	1.0
0.9999999924642978	0.9999999991374908	0.9999999991707016	0.9999999991211215	1.0
0.99999999317077	0.9999999992237093	0.9999999992516323	0.9999999992082497	1.0
0.9999999938110105	0.9999999993050297	0.9999999993307845	0.9999999992906753	1.0
0.9999999943912281	0.999999999382837	0.9999999994022982	0.9999999993704943	1.0
0.9999999949170506	0.999999999445518	0.9999999994634086	0.999999999433957	1.0
0.9999999953935766	0.9999999995005201	0.9999999995168922	0.9999999994902019	1.0
0.9999999958254296	0.9999999995507116	0.999999999565726	0.9999999995415376	1.0
0.9999999962167948	0.9999999995962086	0.999999999609993	0.9999999995876201	1.0
0.9999999965714711	0.9999999996367526	0.9999999996493865	0.9999999996287471	1.0
0.9999999968928958	0.9999999996741696	0.9999999996848036	0.9999999996667442	1.0
0.9999999971841864	0.9999999997080314	0.9999999997178431	0.9999999997014767	1.0
0.9999999974481689	0.9999999997377655	0.9999999997467818	0.9999999997319499	1.0
0.9999999976874033	0.9999999997657898	0.9999999997741419	0.9999999997607002	1.0
0.9999999979042091	0.9999999997896657	0.9999999997973357	0.9999999997851543	1.0
0.9999999981006894	0.9999999998116424	0.9999999998173457	0.9999999998071942	1.0
0.9999999982787495	0.9999999998314765	0.9999999998362717	0.9999999998275603	1.0
0.9999999984401169	0.9999999998500619	0.9999999998541269	0.9999999998466591	1.0
0.999999998586356	0.9999999998642682	0.9999999998679601	0.9999999998611923	1.0
0.9999999987188847	0.9999999998783526	0.9999999998814314	0.9999999998755097	1.0
0.9999999988389895	0.9999999998905966	0.9999999998933651	0.9999999998880644	1.0
0.9999999989478343	0.9999999999017863	0.9999999999043445	0.9999999998995407	1.0
0.9999999990464751	0.9999999999119131	0.9999999999142798	0.9999999999099264	1.0
0.9999999991358678	0.9999999999204888	0.9999999999226503	0.9999999999186986	1.0
0.9999999992168803	0.9999999999284664	0.9999999999304524	0.9999999999267961	1.0
0.9999999992902978	0.9999999999358782	0.9999999999377153	0.9999999999341327	1.0
0.9999999993568324	0.9999999999421657	0.999999999943845	0.9999999999405983	1.0
0.999999999417129	0.9999999999486725	0.9999999999502519	0.9999999999473094	1.0
0.9999999994717733	0.9999999999536717	0.9999999999551126	0.9999999999524041	1.0
0.9999999995212946	0.9999999999583856	0.9999999999597109	0.9999999999572564	1.0
0.9999999995661731	0.9999999999624967	0.9999999999637087	0.9999999999614841	1.0
0.9999999996068446	0.9999999999660873	0.9999999999671896	0.9999999999651739	1.0
0.999999999643703	0.9999999999695348	0.9999999999705482	0.9999999999687214	1.0
0.9999999996771057	0.9999999999726276	0.9999999999735583	0.9999999999719027	1.0
0.999999999707377	0.9999999999754351	0.9999999999762913	0.9999999999747908	1.0
0.9999999997348109	0.9999999999781721	0.9999999999787058	0.9999999999775919	1.0
0.999999999759672	0.9999999999805205	0.99999999998102	0.9999999999800097	1.0
0.999999999782203	0.999999999982663	0.999999999983132	0.9999999999822164	1.0
0.9999999998026216	0.9999999999844563	0.9999999999848789	0.9999999999840609	1.0
0.9999999998211255	0.9999999999859837	0.9999999999863419	0.9999999999856289	1.0
0.9999999998378953	0.9999999999874492	0.9999999999877813	0.9999999999871353	1.0
0.9999999998530921	0.9999999999887415	0.9999999999890489	0.9999999999884632	1.0
0.9999999998668653	0.9999999999899382	0.999999999990196	0.999999999989684	1.0
0.9999999998793463	0.9999999999909713	0.9999999999912098	0.9999999999907455	1.0
0.9999999998906578	0.9999999999918916	0.9999999999921119	0.9999999999916911	1.0
0.999999999900908	0.999999999992748	0.9999999999929523	0.999999999992571	1.0
0.9999999999101983	0.9999999999935332	0.9999999999936833	0.9999999999933781	1.0
0.9999999999186177	0.9999999999941867	0.9999999999943252	0.9999999999940489	1.0
0.9999999999262469	0.9999999999947976	0.9999999999949265	0.9999999999946764	1.0
0.9999999999331614	0.9999999999953365	0.9999999999954564	0.9999999999952246	1.0
0.9999999999394273	0.9999999999958119	0.9999999999959223	0.9999999999957121	1.0
0.9999999999451059	0.9999999999962637	0.9999999999963667	0.9999999999961765	1.0
0.9999999999502525	0.9999999999966371	0.9999999999967321	0.9999999999965516	1.0
0.9999999999549163	0.9999999999969678	0.9999999999970545	0.9999999999968906	1.0
0.9999999999591427	0.9999999999972717	0.9999999999973511	0.9999999999972029	1.0
0.9999999999629734	0.9999999999975634	0.9999999999976377	0.999999999997503	1.0
0.9999999999664444	0.9999999999978083	0.9999999999978698	0.9999999999977547	1.0
0.9999999999695902	0.999999999998027	0.9999999999980832	0.9999999999979787	1.0
0.9999999999724414	0.9999999999982281	0.9999999999982802	0.9999999999981837	1.0
0.9999999999750246	0.9999999999984095	0.9999999999984573	0.9999999999983701	1.0
0.999999999977366	0.9999999999985734	0.9999999999986174	0.9999999999985382	1.0
0.9999999999794881	0.9999999999987204	0.999999999998761	0.9999999999986887	1.0
0.9999999999814111	0.9999999999988454	0.999999999998879	0.9999999999988167	1.0
0.9999999999831534	0.9999999999989597	0.999999999998991	0.999999999998934	1.0
0.9999999999847337	0.9999999999990662	0.9999999999990946	0.9999999999990434	1.0
0.9999999999861643	0.9999999999991651	0.9999999999991892	0.9999999999991444	1.0
0.9999999999874614	0.999999999999255	0.9999999999992725	0.9999999999992365	1.0
0.999999999988637	0.9999999999993282	0.9999999999993441	0.9999999999993117	1.0
0.9999999999897021	0.9999999999994031	0.9999999999994181	0.9999999999993887	1.0
0.9999999999906674	0.9999999999994624	0.9999999999994751	0.9999999999994496	1.0
0.9999999999915424	0.9999999999995163	0.9999999999995262	0.9999999999995043	1.0
0.9999999999923354	0.9999999999995713	0.9999999999995816	0.9999999999995616	1.0
0.9999999999930542	0.9999999999996183	0.9999999999996275	0.999999999999609	1.0
0.9999999999937049	0.9999999999996569	0.9999999999996655	0.9999999999996486	1.0
0.9999999999942955	0.9999999999996929	0.9999999999996999	0.9999999999996857	1.0
0.9999999999948305	0.9999999999997226	0.9999999999997289	0.9999999999997158	1.0
0.9999999999953143	0.9999999999997502	0.9999999999997563	0.9999999999997444	1.0
0.9999999999957543	0.9999999999997756	0.9999999999997812	0.9999999999997702	1.0
0.9999999999961522	0.9999999999997995	0.9999999999998046	0.9999999999997943	1.0
0.9999999999965127	0.9999999999998204	0.9999999999998251	0.9999999999998158	1.0
0.9999999999968395	0.999999999999839	0.9999999999998435	0.9999999999998349	1.0
0.9999999999971363	0.9999999999998559	0.9999999999998596	0.9999999999998519	1.0
0.9999999999974044	0.9999999999998707	0.9999999999998742	0.9999999999998672	1.0
0.9999999999976479	0.999999999999884	0.9999999999998871	0.9999999999998807	1.0
0.9999999999978684	0.9999999999998954	0.9999999999998983	0.9999999999998925	1.0
0.9999999999980677	0.9999999999999061	0.9999999999999082	0.9999999999999033	1.0
0.9999999999982488	0.9999999999999156	0.999999999999918	0.9999999999999131	1.0
0.9999999999984134	0.9999999999999242	0.9999999999999263	0.9999999999999222	1.0
0.9999999999985623	0.9999999999999319	0.9999999999999336	0.9999999999999298	1.0
0.9999999999986965	0.9999999999999385	0.9999999999999404	0.9999999999999369	1.0
0.9999999999988191	0.9999999999999446	0.9999999999999464	0.9999999999999432	1.0
0.9999999999989303	0.9999999999999503	0.9999999999999516	0.9999999999999489	1.0
0.9999999999990303	0.9999999999999554	0.9999999999999563	0.999999999999954	1.0
0.999999999999121	0.9999999999999603	0.9999999999999609	0.999999999999959	1.0
0.9999999999992039	0.9999999999999648	0.999999999999965	0.9999999999999634	1.0
0.9999999999992785	0.999999999999968	0.9999999999999688	0.9999999999999671	1.0
0.9999999999993461	0.9999999999999716	0.9999999999999719	0.9999999999999707	1.0
0.9999999999994069	0.999999999999974	0.9999999999999748	0.9999999999999732	1.0
0.9999999999994632	0.9999999999999769	0.9999999999999774	0.999999999999976	1.0
0.9999999999995131	0.9999999999999789	0.9999999999999795	0.9999999999999785	1.0
0.9999999999995591	0.9999999999999811	0.9999999999999815	0.9999999999999806	1.0
0.9999999999996	0.9999999999999829	0.9999999999999836	0.9999999999999825	1.0
0.9999999999996376	0.9999999999999847	0.999999999999985	0.9999999999999843	1.0
0.9999999999996717	0.9999999999999863	0.9999999999999863	0.9999999999999858	1.0
0.9999999999997019	0.9999999999999876	0.999999999999988	0.9999999999999872	1.0
0.9999999999997302	0.999999999999989	0.9999999999999891	0.9999999999999888	1.0
0.9999999999997552	0.99999999999999	0.9999999999999902	0.9999999999999896	1.0
0.9999999999997785	0.9999999999999915	0.9999999999999916	0.9999999999999912	1.0
0.9999999999997996	0.9999999999999922	0.9999999999999923	0.999999999999992	1.0
0.9999999999998185	0.9999999999999929	0.9999999999999931	0.9999999999999927	1.0
0.9999999999998351	0.9999999999999934	0.9999999999999937	0.9999999999999932	1.0
0.9999999999998506	0.9999999999999943	0.9999999999999942	0.999999999999994	1.0
0.9999999999998648	0.9999999999999947	0.999999999999995	0.9999999999999948	1.0
0.9999999999998771	0.9999999999999952	0.9999999999999951	0.999999999999995	1.0
0.9999999999998888	0.9999999999999958	0.9999999999999959	0.9999999999999956	1.0
0.9999999999998991	0.9999999999999962	0.9999999999999961	0.9999999999999961	1.0
0.9999999999999087	0.9999999999999967	0.9999999999999962	0.9999999999999962	1.0
0.9999999999999172	0.999999999999997	0.9999999999999973	0.999999999999997	1.0
0.9999999999999252	0.9999999999999973	0.9999999999999978	0.9999999999999973	1.0
0.9999999999999323	0.9999999999999976	0.9999999999999979	0.9999999999999978	1.0
0.9999999999999384	0.9999999999999977	0.9999999999999979	0.9999999999999979	1.0
0.9999999999999443	0.999999999999998	0.9999999999999981	0.9999999999999981	1.0
0.9999999999999499	0.9999999999999982	0.9999999999999983	0.9999999999999983	1.0
0.999999999999954	0.9999999999999984	0.9999999999999983	0.9999999999999983	1.0
0.9999999999999585	0.9999999999999988	0.9999999999999987	0.9999999999999986	1.0
0.9999999999999624	0.9999999999999991	0.9999999999999989	0.9999999999999987	1.0
0.9999999999999659	0.9999999999999991	0.9999999999999991	0.9999999999999989	1.0
0.9999999999999691	0.9999999999999991	0.9999999999999992	0.9999999999999992	1.0
0.9999999999999718	0.9999999999999993	0.9999999999999994	0.9999999999999994	1.0
0.9999999999999748	0.9999999999999994	0.9999999999999994	0.9999999999999994	1.0
0.9999999999999772	0.9999999999999994	0.9999999999999997	0.9999999999999994	1.0
0.9999999999999789	0.9999999999999997	0.9999999999999997	0.9999999999999997	1.0
0.9999999999999811	0.9999999999999997	0.9999999999999997	0.9999999999999997	1.0
0.9999999999999826	0.9999999999999997	0.9999999999999997	0.9999999999999997	1.0
0.9999999999999843	0.9999999999999997	0.9999999999999997	0.9999999999999997	1.0
0.999999999999986	0.9999999999999997	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999872	0.9999999999999997	0.9999999999999998	0.9999999999999998	1.0
0.999999999999989	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999896	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999906	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999915	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999926	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999929	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999932	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999943	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.999999999999995	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999952	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999961	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999962	0.9999999999999998	0.9999999999999998	0.9999999999999998	1.0
0.9999999999999964	0.9999999999999998	1.0	0.9999999999999998	1.0
0.9999999999999967	1.0	1.0	1.0	1.0
0.9999999999999968	1.0	1.0	1.0	1.0
